date,vessel_arrivals,cargo_tonnage,container_teu,bulk_liquid,bulk_dry,roro_units,vessel_type,oil_price,baltic_index,eur_usd,weekday,holiday_be,holiday_eu,strike
2019-09-29,77,779193,19310,270707,156093,2472,RoRo,44.93,1016,1.1779,Sunday,0,0,0
2019-09-30,94,979137,24526,340339,181143,2524,Container,39.97,1148,1.1821,Monday,0,0,0
2019-10-01,92,982859,24673,354489,195138,2820,Container,41.97,977,1.193,Tuesday,0,0,0
2019-10-02,93,1052037,26299,371307,218083,2761,Tanker,42.23,1089,1.1744,Wednesday,0,0,0
2019-10-03,85,991941,25651,363302,195468,2614,Container,40.61,1093,1.1889,Thursday,0,0,0
2019-10-04,91,1011699,24797,366070,190542,2558,Bulk,43.17,1032,1.1673,Friday,0,0,0
2019-10-05,84,872010,21768,300639,173086,2579,RoRo,40.01,1096,1.1784,Saturday,0,0,0
2019-10-06,84,814893,19586,267261,156121,2405,RoRo,44.07,1141,1.1804,Sunday,0,0,0
2019-10-07,95,990337,24944,360474,202002,2703,Tanker,37.45,969,1.2002,Monday,0,0,0
2019-10-08,88,990467,24204,360257,204281,2596,Container,41.9,1108,1.1803,Tuesday,0,0,0
2019-10-09,93,1004074,24963,337764,192365,2674,Container,47.38,961,1.1607,Wednesday,0,0,0
2019-10-10,95,1038187,25769,378458,201991,2709,Container,38.6,1040,1.1624,Thursday,0,0,0
2019-10-11,94,1002579,25205,354724,206569,2694,Bulk,39.62,1173,1.1824,Friday,0,0,0
2019-10-12,87,903593,22313,317864,173848,2488,Tanker,43.25,1065,1.1879,Saturday,0,0,0
2019-10-13,74,798828,19673,295738,151108,2245,Tanker,42.3,1038,1.1852,Sunday,0,0,0
2019-10-14,89,987501,25405,359072,188071,2954,Container,42.88,1090,1.1828,Monday,0,0,0
2019-10-15,86,978675,24609,349050,198551,2532,Container,43.36,1206,1.1924,Tuesday,0,0,0
2019-10-16,90,1002841,24790,355727,203041,2722,Tanker,43.86,1014,1.175,Wednesday,0,0,0
2019-10-17,92,981327,24408,349628,190793,2495,Tanker,45.36,1056,1.189,Thursday,0,0,0
2019-10-18,92,1011597,26113,350058,202360,2518,Bulk,43.34,1187,1.1634,Friday,0,0,0
2019-10-19,86,849737,21126,296857,182164,2484,Bulk,41.47,1208,1.1703,Saturday,0,0,0
2019-10-20,82,831396,20440,281965,158487,2465,Tanker,44.3,1113,1.161,Sunday,0,0,0
2019-10-21,87,1014246,25014,351656,187235,2848,Container,48.07,1059,1.1759,Monday,0,0,0
2019-10-22,80,941145,23254,325734,191870,2652,Container,42.07,1229,1.1779,Tuesday,0,0,0
2019-10-23,95,1071028,26478,368507,213322,2792,Container,39.64,1207,1.1791,Wednesday,0,0,0
2019-10-24,89,988327,24068,347282,191985,2588,Container,45.99,1165,1.1782,Thursday,0,0,0
2019-10-25,83,924974,22562,320501,190211,2737,Container,42.42,1093,1.168,Friday,0,0,0
2019-10-26,79,883457,21672,314232,183405,2618,RoRo,36.37,1135,1.175,Saturday,0,0,0
2019-10-27,79,830275,21053,274373,148389,2321,Bulk,45.55,1133,1.1616,Sunday,0,0,0
2019-10-28,90,1002061,24861,349588,195191,2707,Tanker,41.52,1160,1.1898,Monday,0,0,0
2019-10-29,94,1030563,25660,362013,224653,2760,Container,42.98,1220,1.1728,Tuesday,0,0,0
2019-10-30,92,1023372,26219,355074,209342,2700,Container,44.37,1194,1.1705,Wednesday,0,0,0
2019-10-31,96,1003208,25728,349399,206050,2782,Container,44.08,1100,1.191,Thursday,0,0,0
2019-11-01,88,1001119,24887,334539,209607,2785,Tanker,45.77,1226,1.1623,Friday,0,0,0
2019-11-02,86,869998,21435,308064,174136,2486,RoRo,42.48,1176,1.1631,Saturday,0,0,0
2019-11-03,84,884195,21673,315944,183212,2498,RoRo,45.47,1198,1.163,Sunday,0,0,0
2019-11-04,90,960508,24359,341113,197846,2791,Container,43.29,1241,1.1729,Monday,0,0,0
2019-11-05,89,994293,24755,358390,203171,2785,Container,46.44,1115,1.1775,Tuesday,0,0,0
2019-11-06,94,997749,24750,351227,196974,2704,Container,46.22,1172,1.1802,Wednesday,0,0,0
2019-11-07,93,1021219,25124,362213,205620,2569,Container,41.73,1151,1.1981,Thursday,0,0,0
2019-11-08,86,951434,23401,334563,185580,2662,Tanker,47.95,1103,1.1495,Friday,0,0,0
2019-11-09,80,818650,20626,293403,163833,2498,RoRo,43.25,1202,1.1777,Saturday,0,0,0
2019-11-10,81,836578,20257,277030,157968,2179,RoRo,47.45,1313,1.1657,Sunday,0,0,0
2019-11-11,84,850261,21754,288656,163727,2501,Container,46.3,1099,1.165,Monday,1,0,0
2019-11-12,89,1031102,25511,376755,203962,2705,Container,50.89,1193,1.1643,Tuesday,0,0,0
2019-11-13,88,958629,23891,310916,184176,2616,Container,44.88,1230,1.161,Wednesday,0,0,0
2019-11-14,93,1027898,25029,358363,201539,2651,Container,44.69,1208,1.1865,Thursday,0,0,0
2019-11-15,93,1051109,26272,379611,208910,2762,Container,45.86,1199,1.1777,Friday,0,0,0
2019-11-16,86,851025,21111,296926,173423,2616,Bulk,45.2,1144,1.1691,Saturday,0,0,0
2019-11-17,81,783511,19563,270179,164296,2331,Bulk,48.7,1224,1.182,Sunday,0,0,0
2019-11-18,90,984143,25339,345744,193118,2773,Container,41.64,1178,1.153,Monday,0,0,0
2019-11-19,90,985815,24734,341504,207844,2598,Container,43.53,1109,1.1544,Tuesday,0,0,0
2019-11-20,92,1013102,24930,354894,210129,2796,Tanker,43.69,1282,1.1455,Wednesday,0,0,0
2019-11-21,90,969069,23871,332340,197847,2654,Container,49.94,1274,1.1599,Thursday,0,0,0
2019-11-22,86,1017164,25727,367094,204662,2761,Container,52.43,1232,1.1681,Friday,0,0,0
2019-11-23,80,827182,21329,303746,167989,2441,Bulk,47.19,1244,1.1671,Saturday,0,0,0
2019-11-24,73,769947,19390,268148,163486,2419,Bulk,47.21,1290,1.1671,Sunday,0,0,0
2019-11-25,96,1021660,25886,343716,214121,2476,Tanker,48.14,1251,1.1511,Monday,0,0,0
2019-11-26,86,912798,23125,314241,193239,2427,Container,51.64,1288,1.1729,Tuesday,0,0,0
2019-11-27,89,980310,25217,341269,196393,2712,Tanker,45.59,1232,1.1668,Wednesday,0,0,0
2019-11-28,98,1077602,25965,382216,219960,2612,Container,49.31,1315,1.1713,Thursday,0,0,0
2019-11-29,90,967113,24511,328409,204171,2598,Bulk,51.74,1269,1.1447,Friday,0,0,0
2019-11-30,77,819026,20968,278967,158815,2423,Bulk,50.54,1266,1.1663,Saturday,0,0,0
2019-12-01,80,807251,19512,287645,158903,2328,Bulk,49.84,1196,1.1509,Sunday,0,0,0
2019-12-02,88,977935,24006,351666,195715,2598,Container,52.5,1278,1.1584,Monday,0,0,0
2019-12-03,85,986603,24240,339095,204517,2707,Container,41.62,1225,1.1673,Tuesday,0,0,0
2019-12-04,88,993982,24485,334562,206118,2792,Container,52.0,1238,1.1624,Wednesday,0,0,0
2019-12-05,87,943463,23346,363053,186846,2519,Container,48.24,1232,1.1526,Thursday,0,0,0
2019-12-06,91,1016116,25524,363474,191154,2667,Bulk,44.95,1223,1.1607,Friday,0,0,0
2019-12-07,78,857727,21876,297534,173515,2413,Bulk,52.22,1386,1.1449,Saturday,0,0,0
2019-12-08,84,826520,21204,297972,157957,2198,Tanker,55.05,1349,1.1713,Sunday,0,0,0
2019-12-09,88,960773,23600,335026,180235,2655,Container,50.76,1382,1.1574,Monday,0,0,0
2019-12-10,91,1000957,24602,359007,190080,2795,Tanker,54.27,1228,1.1702,Tuesday,0,0,0
2019-12-11,89,957772,24602,336814,194165,2738,Container,56.5,1296,1.1533,Wednesday,0,0,0
2019-12-12,86,968133,24527,339759,204515,2565,Tanker,55.86,1231,1.1529,Thursday,0,0,0
2019-12-13,87,920159,23045,320920,184343,2455,Container,57.08,1264,1.1501,Friday,0,0,0
2019-12-14,79,804192,20341,266993,162529,2408,Tanker,54.64,1256,1.1661,Saturday,0,0,0
2019-12-15,78,820935,20508,306708,173650,2514,Bulk,52.89,1367,1.1498,Sunday,0,0,0
2019-12-16,90,956702,24180,325430,178985,2651,Tanker,48.11,1288,1.1629,Monday,0,0,0
2019-12-17,92,937753,23276,314613,191712,2636,Tanker,52.44,1364,1.1522,Tuesday,0,0,0
2019-12-18,90,946451,23796,329129,189197,2734,Tanker,50.9,1344,1.1358,Wednesday,0,0,0
2019-12-19,92,978656,23711,332915,200260,2594,Container,60.2,1432,1.1495,Thursday,0,0,0
2019-12-20,85,924119,22759,322925,180956,2564,Container,53.42,1245,1.1429,Friday,0,0,0
2019-12-21,76,829116,20389,297068,159280,2607,Bulk,54.58,1385,1.1546,Saturday,0,0,0
2019-12-22,83,790223,19568,286531,159169,2366,Tanker,56.12,1382,1.142,Sunday,0,0,0
2019-12-23,91,897155,21966,322152,192625,2419,Container,54.86,1279,1.1627,Monday,0,0,0
2019-12-24,84,804207,19838,278416,167729,2339,Container,60.07,1381,1.1521,Tuesday,0,1,0
2019-12-25,74,715360,17127,250872,139010,2179,Container,53.38,1350,1.1508,Wednesday,1,1,0
2019-12-26,77,825944,20923,293159,154461,2475,Tanker,56.09,1325,1.1587,Thursday,0,1,0
2019-12-27,80,868709,21676,286470,160285,2413,Tanker,53.55,1297,1.1614,Friday,0,1,0
2019-12-28,72,751628,17938,268776,160854,2355,RoRo,52.08,1305,1.1511,Saturday,0,1,0
2019-12-29,74,707608,17273,233090,133881,2188,Bulk,54.46,1446,1.1431,Sunday,0,1,0
2019-12-30,90,902380,22728,336236,177872,2341,Container,56.45,1346,1.1327,Monday,0,1,0
2019-12-31,81,842016,20779,290660,178973,2494,Container,55.54,1388,1.1431,Tuesday,0,1,0
2020-01-01,75,712415,17462,247496,129572,2283,Container,55.01,1312,1.1434,Wednesday,1,1,0
2020-01-02,85,824160,20567,280759,176770,2488,Container,53.13,1315,1.1502,Thursday,0,1,0
2020-01-03,90,1003513,25260,344930,198673,2638,Container,57.36,1410,1.1453,Friday,0,0,0
2020-01-04,90,871195,21062,327659,165050,2429,Bulk,53.36,1291,1.1552,Saturday,0,0,0
2020-01-05,84,766134,19428,277551,151248,2389,Tanker,60.42,1340,1.1417,Sunday,0,0,0
2020-01-06,87,949075,23327,316684,184034,2776,Container,58.65,1364,1.1468,Monday,0,0,0
2020-01-07,88,976606,24406,356854,198848,2666,Tanker,54.29,1370,1.1588,Tuesday,0,0,0
2020-01-08,89,928773,23202,337003,180570,2636,Container,58.0,1358,1.15,Wednesday,0,0,0
2020-01-09,85,912779,22556,316661,167263,2537,Container,56.93,1389,1.1455,Thursday,0,0,0
2020-01-10,84,943746,23082,333378,186985,2461,Container,60.4,1406,1.1397,Friday,0,0,0
2020-01-11,83,800436,19868,280003,149235,2497,RoRo,63.72,1410,1.1389,Saturday,0,0,0
2020-01-12,81,767429,19998,288326,155120,2442,RoRo,54.34,1326,1.1363,Sunday,0,0,0
2020-01-13,86,901202,21849,307458,170743,2623,Container,60.56,1363,1.139,Monday,0,0,0
2020-01-14,80,872726,22664,306914,170641,2491,Container,59.99,1438,1.1515,Tuesday,0,0,0
2020-01-15,83,929597,23110,321077,187380,2654,Tanker,62.74,1425,1.1413,Wednesday,0,0,0
2020-01-16,88,941865,23564,315322,186673,2702,Container,61.62,1314,1.1296,Thursday,0,0,0
2020-01-17,84,902645,22023,337842,182532,2716,Bulk,58.98,1401,1.1604,Friday,0,0,0
2020-01-18,80,828884,20336,278294,171219,2542,RoRo,60.53,1287,1.1455,Saturday,0,0,0
2020-01-19,79,729661,17990,257583,136669,2301,RoRo,59.35,1389,1.1278,Sunday,0,0,0
2020-01-20,86,886641,21643,292917,176813,2399,Container,65.22,1483,1.137,Monday,0,0,0
2020-01-21,89,905808,22541,313042,154526,2574,Container,62.3,1343,1.1421,Tuesday,0,0,0
2020-01-22,82,901485,22334,319739,182276,2578,Container,68.18,1350,1.1576,Wednesday,0,0,0
2020-01-23,86,933437,24261,318456,184281,2671,Container,62.54,1431,1.1291,Thursday,0,0,0
2020-01-24,86,870760,21186,310634,166284,2642,Container,60.84,1317,1.1495,Friday,0,0,0
2020-01-25,82,823240,20632,285444,167174,2425,Bulk,58.67,1364,1.1533,Saturday,0,0,0
2020-01-26,73,603644,15215,222876,130110,2316,Bulk,58.04,1426,1.1326,Sunday,0,0,1
2020-01-27,87,908230,22171,331498,177838,2386,Tanker,58.93,1366,1.1357,Monday,0,0,0
2020-01-28,93,935842,23739,321677,179610,2646,Container,64.72,1387,1.1277,Tuesday,0,0,0
2020-01-29,85,869889,21548,305228,175298,2425,Container,65.68,1437,1.1356,Wednesday,0,0,0
2020-01-30,90,935816,22149,329370,176478,2413,Tanker,59.64,1422,1.1369,Thursday,0,0,0
2020-01-31,85,914678,23197,326331,177653,2552,Container,67.3,1415,1.1434,Friday,0,0,0
2020-02-01,79,795304,19324,278500,168840,2247,Tanker,63.39,1386,1.1473,Saturday,0,0,0
2020-02-02,78,727343,17660,256472,145966,2275,RoRo,65.5,1422,1.1285,Sunday,0,0,0
2020-02-03,84,802084,20396,278295,145381,2407,Container,70.12,1398,1.1159,Monday,0,0,0
2020-02-04,85,868598,21541,305162,159344,2615,Container,68.19,1428,1.135,Tuesday,0,0,0
2020-02-05,83,871726,22252,318084,175642,2357,Container,64.91,1380,1.1377,Wednesday,0,0,0
2020-02-06,87,860362,22114,307588,178972,2581,Tanker,63.26,1397,1.1368,Thursday,0,0,0
2020-02-07,77,882700,21745,315958,163599,2534,Bulk,59.69,1357,1.1307,Friday,0,0,0
2020-02-08,72,748120,19100,269073,153222,2425,RoRo,64.19,1405,1.1348,Saturday,0,0,0
2020-02-09,75,691062,16899,240334,148855,2193,Bulk,65.92,1367,1.1483,Sunday,0,0,0
2020-02-10,82,854192,22471,302155,185941,2348,Tanker,63.8,1352,1.1365,Monday,0,0,0
2020-02-11,85,858948,21127,289780,174439,2367,Container,66.57,1421,1.1286,Tuesday,0,0,0
2020-02-12,86,914923,23386,332911,187039,2443,Container,67.39,1419,1.1269,Wednesday,0,0,0
2020-02-13,85,860391,21932,273307,155013,2538,Tanker,66.68,1447,1.1298,Thursday,0,0,0
2020-02-14,80,850638,21424,296852,186926,2624,Tanker,65.59,1387,1.1475,Friday,0,0,0
2020-02-15,78,735662,18056,268891,142528,2247,Tanker,68.24,1429,1.1289,Saturday,0,0,0
2020-02-16,78,717716,17867,237562,136075,2339,Bulk,69.24,1436,1.1301,Sunday,0,0,0
2020-02-17,88,894224,21279,316976,176803,2389,Container,64.83,1430,1.1251,Monday,0,0,0
2020-02-18,84,772187,19417,263458,166531,2376,Tanker,72.51,1367,1.1405,Tuesday,0,0,0
2020-02-19,86,902825,22745,312301,198229,2621,Container,68.15,1415,1.1487,Wednesday,0,0,0
2020-02-20,86,912147,22870,328711,183433,2423,Container,68.68,1426,1.1333,Thursday,0,0,0
2020-02-21,76,822299,19071,289785,172444,2413,Container,70.91,1407,1.1292,Friday,0,0,0
2020-02-22,73,704550,16981,226249,141256,2328,Bulk,69.65,1302,1.1283,Saturday,0,0,0
2020-02-23,72,682406,16686,229078,128179,1930,Tanker,71.97,1414,1.1037,Sunday,0,0,0
2020-02-24,85,849113,21374,306943,181637,2607,Container,70.13,1516,1.1347,Monday,0,0,0
2020-02-25,81,868545,21858,308480,168732,2538,Container,67.59,1387,1.1282,Tuesday,0,0,0
2020-02-26,82,801371,19949,297961,172558,2474,Container,70.66,1368,1.1307,Wednesday,0,0,0
2020-02-27,81,830296,21075,307430,176448,2404,Container,66.29,1423,1.1189,Thursday,0,0,0
2020-02-28,84,893914,21835,309447,183695,2369,Container,70.19,1419,1.1218,Friday,0,0,0
2020-02-29,75,706348,17964,272254,155901,2313,RoRo,69.91,1462,1.1212,Saturday,0,0,0
2020-03-01,74,724742,18356,253904,162807,2279,Tanker,69.52,1339,1.1352,Sunday,0,0,0
2020-03-02,82,871697,21981,295467,172937,2511,Container,69.89,1437,1.1208,Monday,0,0,0
2020-03-03,75,805548,20048,275605,154639,2517,Container,64.76,1429,1.145,Tuesday,0,0,0
2020-03-04,83,874954,22789,283667,160077,2589,Container,68.88,1392,1.1281,Wednesday,0,0,0
2020-03-05,81,848559,21461,313066,187669,2665,Tanker,70.92,1415,1.1107,Thursday,0,0,0
2020-03-06,79,827887,20213,305708,162060,2457,Bulk,71.24,1448,1.1218,Friday,0,0,0
2020-03-07,77,736024,18525,247453,156285,2235,Bulk,67.79,1439,1.1162,Saturday,0,0,0
2020-03-08,75,689969,17625,239210,132064,2216,RoRo,74.78,1337,1.1004,Sunday,0,0,0
2020-03-09,84,877255,21637,307995,187757,2557,Container,68.48,1434,1.138,Monday,0,0,0
2020-03-10,87,877668,22486,297580,169933,2618,Tanker,74.09,1388,1.1287,Tuesday,0,0,0
2020-03-11,84,858568,21655,282948,162180,2341,Container,72.56,1394,1.1266,Wednesday,0,0,0
2020-03-12,79,805330,18962,279762,159398,2409,Container,69.43,1392,1.1226,Thursday,0,0,0
2020-03-13,79,812640,20466,281213,158274,2580,Bulk,76.78,1379,1.1068,Friday,0,0,0
2020-03-14,81,811497,20084,280140,167070,2393,Tanker,67.96,1445,1.1154,Saturday,0,0,0
2020-03-15,61,444530,11382,157813,88495,1960,Tanker,74.37,1380,1.1283,Sunday,0,0,0
2020-03-16,76,660177,16977,245357,137057,2240,Container,74.69,1326,1.1091,Monday,0,0,0
2020-03-17,74,631949,15896,218151,124062,2244,Container,69.75,1361,1.0939,Tuesday,0,0,0
2020-03-18,66,594763,15702,209871,113632,2011,Container,76.0,1388,1.1166,Wednesday,0,0,0
2020-03-19,68,601308,14943,217727,115593,2021,Container,71.14,1438,1.1171,Thursday,0,0,0
2020-03-20,69,576213,14718,207216,131602,2066,Bulk,72.81,1405,1.1196,Friday,0,0,0
2020-03-21,61,405876,10549,135912,82977,1656,Tanker,72.78,1330,1.1252,Saturday,0,0,0
2020-03-22,62,427347,10635,150535,69599,1814,Bulk,71.64,1495,1.1239,Sunday,0,0,0
2020-03-23,69,624034,15990,223887,120645,2161,Tanker,74.52,1382,1.1198,Monday,0,0,0
2020-03-24,63,566621,13868,187034,114099,2228,Tanker,74.51,1431,1.1289,Tuesday,0,0,0
2020-03-25,66,603369,14873,223815,135437,2145,Container,66.92,1357,1.1014,Wednesday,0,0,0
2020-03-26,70,606478,14506,226583,129525,2172,Container,76.11,1389,1.1213,Thursday,0,0,0
2020-03-27,67,551696,13913,185866,102965,2144,Container,67.23,1402,1.1222,Friday,0,0,0
2020-03-28,56,442723,11231,156890,107891,1768,Tanker,75.34,1419,1.1033,Saturday,0,0,0
2020-03-29,56,384479,10202,140990,76647,1760,Tanker,75.64,1409,1.1003,Sunday,0,0,0
2020-03-30,68,566004,14546,192645,123171,2292,Container,69.0,1397,1.1076,Monday,0,0,0
2020-03-31,62,541520,13396,194348,99064,2004,Tanker,71.05,1335,1.1081,Tuesday,0,0,0
2020-04-01,69,557091,13338,196614,92233,2147,Container,68.97,1320,1.122,Wednesday,0,0,0
2020-04-02,69,623814,15812,203656,113495,2232,Container,71.64,1363,1.108,Thursday,0,0,0
2020-04-03,69,544110,14158,195030,82819,1868,Container,71.35,1390,1.1053,Friday,0,0,0
2020-04-04,59,453804,11723,147830,107658,1912,Tanker,74.61,1330,1.1074,Saturday,0,0,0
2020-04-05,54,396166,10446,148050,80949,1809,Bulk,76.19,1392,1.1244,Sunday,0,0,0
2020-04-06,68,616970,15318,209227,115997,2158,Container,76.42,1409,1.1131,Monday,0,0,0
2020-04-07,69,615556,15156,213832,126732,2048,Container,70.53,1288,1.1109,Tuesday,0,0,0
2020-04-08,67,603974,14731,225114,122309,1994,Tanker,71.56,1289,1.1113,Wednesday,0,0,0
2020-04-09,67,591117,14750,211855,123191,2039,Container,67.1,1321,1.125,Thursday,0,0,0
2020-04-10,67,562231,14016,185986,122122,2034,Container,69.7,1341,1.1043,Friday,0,0,0
2020-04-11,57,410784,10373,133625,79837,1935,Tanker,74.97,1296,1.1247,Saturday,0,0,0
2020-04-12,61,467381,11620,157590,86437,2083,Tanker,76.88,1387,1.1134,Sunday,0,0,0
2020-04-13,61,562336,13992,200764,119089,2183,Container,68.28,1338,1.1094,Monday,0,0,0
2020-04-14,69,596997,14537,212532,125818,2182,Container,70.15,1316,1.1357,Tuesday,0,0,0
2020-04-15,68,606363,15630,203796,122078,2009,Container,71.79,1239,1.0999,Wednesday,0,0,0
2020-04-16,71,555199,13918,182648,128460,1992,Tanker,72.65,1242,1.1067,Thursday,0,0,0
2020-04-17,65,599187,14892,212531,116335,2120,Bulk,69.32,1319,1.0976,Friday,0,0,0
2020-04-18,55,466192,11281,161349,86040,1836,Bulk,72.95,1195,1.1192,Saturday,0,0,0
2020-04-19,63,465642,10975,184547,96473,1956,Tanker,70.18,1349,1.1263,Sunday,0,0,0
2020-04-20,56,365425,9790,128265,67685,1820,Container,71.48,1288,1.1259,Monday,0,0,1
2020-04-21,62,542784,13847,208117,112521,2068,Container,73.08,1455,1.1212,Tuesday,0,0,0
2020-04-22,62,568537,13401,187284,107043,2155,Container,71.37,1405,1.1067,Wednesday,0,0,0
2020-04-23,72,583160,14961,188374,113430,1984,Container,69.95,1277,1.1048,Thursday,0,0,0
2020-04-24,71,566961,14635,187235,128519,2144,Tanker,70.83,1278,1.0915,Friday,0,0,0
2020-04-25,52,441243,11093,166326,85004,1792,RoRo,70.8,1330,1.1283,Saturday,0,0,0
2020-04-26,54,358551,9763,143054,65319,1644,RoRo,69.85,1362,1.1124,Sunday,0,0,0
2020-04-27,73,591448,14895,199185,127655,2140,Container,70.08,1192,1.1026,Monday,0,0,0
2020-04-28,68,625780,14936,214417,116748,2260,Tanker,75.54,1181,1.1206,Tuesday,0,0,0
2020-04-29,66,589807,14928,194743,112418,2134,Container,72.31,1236,1.0973,Wednesday,0,0,0
2020-04-30,67,598007,15073,191186,124214,2099,Container,69.62,1293,1.1109,Thursday,0,0,0
2020-05-01,56,433013,10524,158739,94110,1881,Bulk,72.47,1285,1.1049,Friday,1,0,0
2020-05-02,56,467600,11977,165890,103284,1915,Bulk,69.25,1311,1.1128,Saturday,0,0,0
2020-05-03,62,433794,10011,151933,80781,1738,Tanker,73.64,1194,1.1056,Sunday,0,0,0
2020-05-04,62,587702,15188,191695,122308,1957,Container,71.1,1135,1.0915,Monday,0,0,0
2020-05-05,67,571229,13842,216330,110517,2049,Container,69.53,1290,1.1066,Tuesday,0,0,0
2020-05-06,68,554277,13364,188963,106010,2039,Container,71.05,1202,1.1161,Wednesday,0,0,0
2020-05-07,62,572222,14249,205614,124070,2059,Container,64.85,1139,1.1051,Thursday,0,0,0
2020-05-08,65,582671,14783,189389,112138,2142,Container,66.03,1244,1.113,Friday,0,0,0
2020-05-09,64,451091,11359,155977,92444,1855,RoRo,65.68,1273,1.0946,Saturday,0,0,0
2020-05-10,60,424235,10235,151396,86092,1893,Tanker,69.53,1224,1.1046,Sunday,0,0,0
2020-05-11,66,592926,14570,210795,110019,2075,Tanker,74.14,1204,1.0984,Monday,0,0,0
2020-05-12,72,599577,14423,211398,127644,2282,Container,75.47,1215,1.1119,Tuesday,0,0,0
2020-05-13,73,620923,15411,222268,128667,2139,Tanker,70.53,1201,1.1046,Wednesday,0,0,0
2020-05-14,68,581376,15072,192176,100385,2306,Tanker,69.95,1149,1.111,Thursday,0,0,0
2020-05-15,62,537946,13447,190255,109809,2042,Container,62.87,1177,1.1148,Friday,0,0,0
2020-05-16,59,451819,11725,159274,84180,1856,Tanker,66.47,1236,1.1107,Saturday,0,0,0
2020-05-17,59,424433,11339,150868,93663,1747,Bulk,65.55,1222,1.1064,Sunday,0,0,0
2020-05-18,64,537880,13153,188981,96013,1863,Container,65.87,1211,1.0935,Monday,0,0,0
2020-05-19,73,626096,15559,206401,122367,2040,Container,67.04,1150,1.1033,Tuesday,0,0,0
2020-05-20,63,595427,15971,195221,121982,2005,Container,65.94,1187,1.0978,Wednesday,0,0,0
2020-05-21,64,600926,15745,188181,120620,2141,Container,61.23,1084,1.0996,Thursday,0,0,0
2020-05-22,70,617978,14613,224468,129699,2074,Container,69.22,1198,1.0991,Friday,0,0,0
2020-05-23,59,452538,11507,166665,78360,1897,RoRo,63.56,1257,1.0929,Saturday,0,0,0
2020-05-24,57,438336,10959,161853,100883,1986,RoRo,67.29,1109,1.083,Sunday,0,0,0
2020-05-25,62,585422,15049,207966,121286,2069,Container,72.59,1150,1.0958,Monday,0,0,0
2020-05-26,68,590373,14387,185299,128952,2293,Container,63.41,1192,1.1042,Tuesday,0,0,0
2020-05-27,67,583803,14175,194064,123755,1958,Tanker,58.37,1235,1.0887,Wednesday,0,0,0
2020-05-28,73,644904,15785,227421,128888,2152,Tanker,64.89,1146,1.1022,Thursday,0,0,0
2020-05-29,67,568874,13936,200461,103501,1999,Tanker,68.84,1131,1.1209,Friday,0,0,0
2020-05-30,61,481354,12442,166246,91762,2016,RoRo,71.2,1064,1.1121,Saturday,0,0,0
2020-05-31,60,379880,8906,136647,88693,1546,Bulk,61.41,1164,1.1181,Sunday,0,0,0
2020-06-01,75,792234,19495,277398,169530,2244,Tanker,66.37,1258,1.1055,Monday,0,0,0
2020-06-02,80,782931,18679,275234,151629,2364,Tanker,63.27,1166,1.1132,Tuesday,0,0,0
2020-06-03,72,756536,19417,258397,128761,2490,Container,64.12,1148,1.0942,Wednesday,0,0,0
2020-06-04,74,738510,19098,268299,146000,2330,Tanker,72.15,1162,1.0949,Thursday,0,0,0
2020-06-05,74,759042,18813,261357,149507,2203,Tanker,59.48,1142,1.0738,Friday,0,0,0
2020-06-06,76,694565,17215,229791,136915,2122,Bulk,64.52,1099,1.113,Saturday,0,0,0
2020-06-07,65,537605,13667,180452,111749,2174,Tanker,64.93,1177,1.1164,Sunday,0,0,0
2020-06-08,78,781785,20282,270140,163367,2311,Container,66.55,1144,1.0954,Monday,0,0,0
2020-06-09,72,729607,18444,265302,153844,2200,Container,63.35,1131,1.0983,Tuesday,0,0,0
2020-06-10,76,757451,18588,264685,155056,2484,Container,63.74,1078,1.0932,Wednesday,0,0,0
2020-06-11,75,757631,18131,263309,137120,2438,Container,61.41,1189,1.1045,Thursday,0,0,0
2020-06-12,77,738878,17914,246121,145046,2436,Tanker,63.15,1154,1.1119,Friday,0,0,0
2020-06-13,67,636463,15948,230617,145725,2060,RoRo,61.07,1090,1.0831,Saturday,0,0,0
2020-06-14,70,565017,13798,191236,115997,1895,Tanker,63.72,1165,1.1046,Sunday,0,0,0
2020-06-15,63,600430,15108,209150,123029,2114,Tanker,60.51,1087,1.0977,Monday,0,0,1
2020-06-16,61,509083,12451,192981,104692,1997,Container,62.5,1069,1.1015,Tuesday,0,0,1
2020-06-17,84,784693,19088,279730,160262,2413,Container,61.04,1068,1.1049,Wednesday,0,0,0
2020-06-18,75,752043,18213,246933,131344,2476,Container,64.26,1014,1.0984,Thursday,0,0,0
2020-06-19,71,726197,18936,236474,143323,2116,Container,60.48,1123,1.0992,Friday,0,0,0
2020-06-20,72,653166,16774,227965,130330,2266,Bulk,55.06,1005,1.0981,Saturday,0,0,0
2020-06-21,64,554162,14719,181829,121084,1922,RoRo,63.92,1033,1.1099,Sunday,0,0,0
2020-06-22,76,777835,19716,278728,155948,2452,Container,57.16,988,1.1043,Monday,0,0,0
2020-06-23,73,734575,18149,257524,133743,2254,Container,57.67,1084,1.1023,Tuesday,0,0,0
2020-06-24,87,795177,20541,279966,162476,2311,Container,57.59,1079,1.0874,Wednesday,0,0,0
2020-06-25,76,746682,18651,254271,142906,2259,Container,63.25,1067,1.0963,Thursday,0,0,0
2020-06-26,71,760059,19112,283434,142278,2196,Bulk,52.47,1029,1.109,Friday,0,0,0
